year,symbol,major_vs_alt,direction,family_id,definition_id,state,event_count
2023,PF_AAVEUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,176
2023,PF_ADAUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,1491
2023,PF_ADAUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,722
2023,PF_ADAUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,451
2023,PF_ADAUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1494
2023,PF_ADAUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,695
2023,PF_ADAUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,401
2023,PF_ADAUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,1620
2023,PF_ADAUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,847
2023,PF_ADAUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,438
2023,PF_ADAUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1425
2023,PF_ADAUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,793
2023,PF_ADAUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,420
2023,PF_AGLDUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,2
2023,PF_AGLDUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,3
2023,PF_AGLDUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1
2023,PF_AGLDUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,4
2023,PF_AGLDUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,1
2023,PF_AGLDUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,2
2023,PF_AGLDUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,4
2023,PF_AGLDUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,4
2023,PF_ALGOUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,780
2023,PF_ALGOUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,740
2023,PF_ALGOUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,53
2023,PF_ALGOUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,761
2023,PF_ALGOUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,719
2023,PF_ALGOUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,64
2023,PF_ALGOUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,376
2023,PF_ALGOUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,622
2023,PF_ALGOUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,68
2023,PF_ALGOUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,337
2023,PF_ALGOUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,618
2023,PF_ALGOUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,73
2023,PF_ALICEUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,194
2023,PF_ALICEUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,235
2023,PF_ALICEUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,6
2023,PF_ALICEUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,244
2023,PF_ALICEUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,304
2023,PF_ALICEUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,7
2023,PF_ALICEUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,155
2023,PF_ALICEUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,242
2023,PF_ALICEUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,8
2023,PF_ALICEUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,215
2023,PF_ALICEUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,276
2023,PF_ALICEUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,9
2023,PF_ANKRUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,218
2023,PF_ANKRUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,342
2023,PF_ANKRUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,26
2023,PF_ANKRUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,211
2023,PF_ANKRUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,354
2023,PF_ANKRUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,25
2023,PF_ANKRUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,313
2023,PF_ANKRUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,302
2023,PF_ANKRUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,13
2023,PF_ANKRUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,361
2023,PF_ANKRUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,330
2023,PF_ANKRUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,14
2023,PF_APEUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,873
2023,PF_APEUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,694
2023,PF_APEUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,173
2023,PF_APEUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1169
2023,PF_APEUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,919
2023,PF_APEUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,216
2023,PF_APEUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,879
2023,PF_APEUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,739
2023,PF_APEUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,177
2023,PF_APEUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1193
2023,PF_APEUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,941
2023,PF_APEUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,218
2023,PF_APTUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,383
2023,PF_APTUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,397
2023,PF_APTUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,26
2023,PF_APTUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,421
2023,PF_APTUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,412
2023,PF_APTUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,34
2023,PF_APTUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,247
2023,PF_APTUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,319
2023,PF_APTUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,26
2023,PF_APTUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,335
2023,PF_APTUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,344
2023,PF_APTUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,40
2023,PF_ARBUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,8
2023,PF_ARBUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,2
2023,PF_ARBUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,12
2023,PF_ARBUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,2
2023,PF_ARBUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,2
2023,PF_ARBUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,4
2023,PF_ARBUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,1
2023,PF_ARBUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,3
2023,PF_ARBUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,5
2023,PF_ARBUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,2
2023,PF_ATOMUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,1641
2023,PF_ATOMUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,1003
2023,PF_ATOMUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,389
2023,PF_ATOMUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1880
2023,PF_ATOMUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,1008
2023,PF_ATOMUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,407
2023,PF_ATOMUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,1495
2023,PF_ATOMUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,1070
2023,PF_ATOMUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,401
2023,PF_ATOMUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1433
2023,PF_ATOMUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,1067
2023,PF_ATOMUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,438
2023,PF_AVAXUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,1478
2023,PF_AVAXUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,778
2023,PF_AVAXUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,284
2023,PF_AVAXUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1479
2023,PF_AVAXUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,742
2023,PF_AVAXUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,320
2023,PF_AVAXUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,1383
2023,PF_AVAXUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,984
2023,PF_AVAXUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,304
2023,PF_AVAXUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1522
2023,PF_AVAXUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,946
2023,PF_AVAXUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,342
2023,PF_AXSUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,663
2023,PF_AXSUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,767
2023,PF_AXSUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,167
2023,PF_AXSUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1119
2023,PF_AXSUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,988
2023,PF_AXSUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,217
2023,PF_AXSUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,898
2023,PF_AXSUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,605
2023,PF_AXSUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,164
2023,PF_AXSUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1182
2023,PF_AXSUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,796
2023,PF_AXSUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,218
2023,PF_BANDUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,202
2023,PF_BANDUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,225
2023,PF_BANDUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,17
2023,PF_BANDUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,325
2023,PF_BANDUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,307
2023,PF_BANDUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,21
2023,PF_BANDUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,224
2023,PF_BANDUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,250
2023,PF_BANDUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,16
2023,PF_BANDUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,275
2023,PF_BANDUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,302
2023,PF_BANDUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,19
2023,PF_BATUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,131
2023,PF_BATUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,197
2023,PF_BATUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,10
2023,PF_BATUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,197
2023,PF_BATUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,238
2023,PF_BATUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,14
2023,PF_BATUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,186
2023,PF_BATUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,248
2023,PF_BATUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,14
2023,PF_BATUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,216
2023,PF_BATUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,303
2023,PF_BATUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,21
2023,PF_BCHUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,1475
2023,PF_BCHUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,650
2023,PF_BCHUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,419
2023,PF_BCHUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1890
2023,PF_BCHUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,770
2023,PF_BCHUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,460
2023,PF_BCHUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,1267
2023,PF_BCHUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,636
2023,PF_BCHUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,423
2023,PF_BCHUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1642
2023,PF_BCHUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,819
2023,PF_BCHUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,478
2023,PF_BLURUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,612
2023,PF_BLURUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,475
2023,PF_BLURUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,70
2023,PF_BLURUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,590
2023,PF_BLURUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,472
2023,PF_BLURUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,68
2023,PF_BLURUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,529
2023,PF_BLURUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,559
2023,PF_BLURUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,76
2023,PF_BLURUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,507
2023,PF_BLURUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,530
2023,PF_BLURUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,71
2023,PF_BNBUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,6
2023,PF_BNBUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,2
2023,PF_BNBUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,6
2023,PF_BNBUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,2
2023,PF_BNBUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,10
2023,PF_BNBUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,8
2023,PF_BNBUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,10
2023,PF_BNBUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,8
2023,PF_CFXUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,2
2023,PF_CFXUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,2
2023,PF_CHZUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,497
2023,PF_CHZUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,532
2023,PF_CHZUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,14
2023,PF_CHZUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,571
2023,PF_CHZUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,528
2023,PF_CHZUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,16
2023,PF_CHZUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,279
2023,PF_CHZUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,456
2023,PF_CHZUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,28
2023,PF_CHZUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,231
2023,PF_CHZUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,471
2023,PF_CHZUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,30
2023,PF_COMPUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,387
2023,PF_COMPUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,484
2023,PF_COMPUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,54
2023,PF_COMPUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,578
2023,PF_COMPUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,581
2023,PF_COMPUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,62
2023,PF_COMPUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,344
2023,PF_COMPUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,455
2023,PF_COMPUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,48
2023,PF_COMPUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,413
2023,PF_COMPUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,523
2023,PF_COMPUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,58
2023,PF_CRVUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,1671
2023,PF_CRVUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,951
2023,PF_CRVUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,404
2023,PF_CRVUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1805
2023,PF_CRVUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,908
2023,PF_CRVUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,365
2023,PF_CRVUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,1632
2023,PF_CRVUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,955
2023,PF_CRVUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,447
2023,PF_CRVUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1592
2023,PF_CRVUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,929
2023,PF_CRVUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,450
2023,PF_CVXUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,1
2023,PF_DASHUSD,alt,negative,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,244
2023,PF_DASHUSD,alt,negative,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,310
2023,PF_DASHUSD,alt,negative,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,15
2023,PF_DASHUSD,alt,negative,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,324
2023,PF_DASHUSD,alt,negative,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,348
2023,PF_DASHUSD,alt,negative,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,23
2023,PF_DASHUSD,alt,positive,KDA01,kda01_primary_deteriorating,crowding_with_deteriorating_price_progress,191
2023,PF_DASHUSD,alt,positive,KDA01,kda01_primary_efficient,crowding_with_efficient_price_progress,296
2023,PF_DASHUSD,alt,positive,KDA01,kda01_primary_failure,completed_failure_after_crowding_deterioration,13
2023,PF_DASHUSD,alt,positive,KDA01,kda01_robust_deteriorating,crowding_with_deteriorating_price_progress,197
2023,PF_DASHUSD,alt,positive,KDA01,kda01_robust_efficient,crowding_with_efficient_price_progress,353
2023,PF_DASHUSD,alt,positive,KDA01,kda01_robust_failure,completed_failure_after_crowding_deterioration,16
