definition_id,dimension,contributor_id,trades,base_contribution_bps
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_089780f7fd3aa5e509ab985b5448aa90,14,-0.04788334122542627
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_08dede138855d7cd49d43f250e33ebd5,2,-0.06853494920556175
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_08efeeb1b62f16e13b9cec8eac906a1d,7,-0.028991890302343386
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_09388bcb46211586743a35b50f71e383,20,-0.03502884039580737
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_094552999df4be0312314cb4ab35082e,2,-0.015598055350585997
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_095887213a5bbe6a1c552c39bfb601eb,13,0.006193660938809079
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_095c57dbc792f53d679d94bd0421c707,3,-0.011080299691350992
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_096d030756258bbbeaf94bfe5f797a8c,16,-0.04232345853241584
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0a1ec3041f015055d18342cd5116a15b,35,0.03515496561389507
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0a36df143f95e33c4e49bde22413a15a,32,-0.14362364852996834
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0a72d65f495ef3f4b55f88d7072a1ff9,15,-0.18680891352392842
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0a75360d3c37cb383709b18a82335b00,24,-0.09627612506419654
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0acddff7256be13ff092cd176da13aab,13,-0.11015361504722791
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0b069318a98391b2df62105d3ee76fa6,8,-0.04754304372999735
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0b17b9a3d9dfd22e4269ed8296010586,12,-0.010704189634012873
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0b3d0aeb5ad88d6eee74e4675207899c,25,-0.049703158213297044
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0ba594c9d172f72df2d1ca408326aab2,30,0.062640261206119
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0ba64483390146437f71194fceb37000,6,-0.036986647054733326
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0be48803e8e3a7a4bf2df9aabb70c852,39,-0.06916966895284365
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0c352459745d7ff833826d4cb91490ef,8,-0.024141171239568424
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0caffd092f1c02971becaaed7f6738fc,7,-0.04691787387927204
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0cfd59e55f74006775738101e7ae9e89,11,-0.02069210031562035
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0e1bb8ebe6d4e068cf9ac84bf11d2472,70,0.06870281199924326
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0e82b9d8f2581e24dcd16732e328db20,4,-0.06429711375307909
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0edea3b0913c47a0d495af3316ca348a,12,-0.06284184567855039
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0f33c8dddfcf9be01870d2f17f5cba72,15,0.10639733678446336
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0f4bcbf3b02115846aa7448aee961927,9,0.0010281062546264996
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0f6327975a42f8f539a16d9f86643bee,36,-0.027594960718239043
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0fe3388787f102997151d2d8ac48b7c1,7,-0.02812416426434529
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0fe38b56d36a7675aa52c428fb1065f5,2,0.10224676255890974
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0feb761e50d3da09cf4dc54c22b1a299,8,0.002009611464288542
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_0ff13e60e946b1cf6c8acee54554f0c7,21,-0.021680197920728853
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1050fab0239864463f2dfc8d94407754,32,-0.05147937274390491
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_108fd48833529e0d74df01a66f90aeb7,26,-0.01698279802323275
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_109d3377d5460c41dfee8700b8be61e5,19,-0.009072451888365567
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_10deacc69950617f7fcc4e1c0863468b,12,-0.037168003736911245
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_10fd9859c54ea8782480de949c7a4760,12,-0.018659973598018968
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1139474b5c0e2903098054e75e1ee7dc,3,0.06639347988910806
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_11ec342586606651adaeb027a63f6264,8,-0.03645216015566104
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_121ec96ecdcace5a7a1d7caa57372179,30,0.016113558932259
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_123ac6784e9795e14e3dd0b7db7739c5,16,-0.03689684511969595
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_126ab8f25a812226cd07588a5f920ade,8,-0.00628924942468634
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_12cad7a83f2e96cbb327523c69f5d6e9,44,-0.06670974213196061
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_137747f560619d43a7d227811d683440,18,-0.02703561012655161
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_13aafd2ae3db0b1401daef3797e52e3e,4,0.0036118433013104783
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1432506a9e77d0caa97e4579589ac1df,22,-0.004486526626529728
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1449a18476f93467e41ea2d0e48d30c7,17,-0.03645353721925124
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_14e651dec113604c59ccfb212587be6c,20,-0.07619563958418503
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_14eee44b63ace1edd8b99c717e93007c,4,-0.022160537779853495
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_150b38b2195391e0edbe316cae511dc7,3,-0.05709931253249863
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_157779e95e8bdb78252b5367fc471c02,7,0.24726492114526816
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_158350656e60649a1b9691c2b65c557a,22,-0.06996581369540582
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_15ba501995bb8074226d63183637efd3,17,-0.019752850926581602
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_15c69756fc71335524bc75b38506e669,1,-0.013292200792620766
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_15d9d79829f14ce27fb6097d971ad6ca,3,-0.07199828307995415
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_161404bab0136c9145568bf106b5ed7e,9,-0.022974817653640976
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_16ba82a0a118c6af3d6ccc277bd7dd45,20,-0.09602756360001265
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_16f335b64b5273a144b2d2e828b0d408,9,-0.0684614840915122
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_171416dde58ec7d07a92caf90984c318,1,-0.022069211447320755
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_177c17edefd3dac46a45747c0ff9aa64,9,-0.019999742452249412
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_17c3ca6226cedf6b561c607c61f6d445,26,0.006491313583618699
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_17f771c3b8839cbf66d26e1336bc0ae8,67,0.044685863055367155
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_185966c6fe75dd5f3fcd7696f9341c69,25,-0.05810204062130258
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_192b98c56d8ee44419f0f28d8b257c4d,6,-0.015791385332193514
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_19ef390f136a9f6fcb89345ba415b933,6,-0.033994626038444255
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1b0913d4d3f464eb30eb2116b898140c,35,0.0597954525258307
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1b3aaf837df9ac661fa568490b2636b9,10,-0.04104626461349414
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1bda1bce5252526cbe66cc0efe3859c9,2,-0.016819475881964585
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1c07368a64051763f0e8b9bd5ae246e3,13,-0.027649588482928734
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1c0e08d9155409eea953bf7b0bbd438f,44,0.031657354789426884
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1c7fc3f9cc21055d3e9b13516763a50a,5,0.010845151041539833
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1cdf9cffe790bf1d677ad28fe3dbaecf,15,-0.030174606545017427
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1d34e6353bbcd16c92961b7c1765e5a5,1,-0.023539806489790472
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1da1bae0d6e64facbb24f1d37f79c45b,16,-0.04780291174667798
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1db3fdd5a645c47871d6eed42385763e,44,-0.010213054503684545
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1df2ffa57b50135404dc9f9b1cea6ac9,13,0.0012072067654593423
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1dfcf02171a6a1447b698cbcb4e0234f,6,-0.002170380445021672
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1e12c28b0e1cdcee1acad9505224aa74,20,-0.0008543209871333265
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1e5f54d1b16e56f69f2528adbc5ac279,5,-0.025163050451723765
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1e91fe22e2015d703e752c1d1f453851,36,-0.020914331052369624
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1ee2cbcfc0b28fc50a2d657be8bbb8cb,24,0.005147205937711909
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1f31f4e068aa4c23937d3f26edf34ad6,34,0.0168628068682883
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1fa9e482009bf35ea471dbd3e3163b77,4,0.004616759266116481
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1fc1b3dd0b45110c3dc286820710a77c,2,-0.013984411983843405
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1fd673c4a55d65b4fceb35a67ffca4fb,1,-0.016138535320121116
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1fe4f44194862f979723316c882d5bdb,13,-0.017320279366117606
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1fe896130216e92b358c4dbb082023c4,1,-0.025927179477797355
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_1ff40bb169e66125c9c080822a93a73b,25,-0.0016709131543583208
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_201fcf3c6dcc65602cef5535fcafb483,27,-0.009753211407208487
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2036b62ac5c33e77e86f2755ca542a3d,17,-0.03826102150830139
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_204830fe8b5145e39cf0ea849f6b252f,34,0.027823936675721764
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_20b2078126628c967d06233078a36128,57,0.015180299352382692
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_20d7c65c4e76823ef607d7812191d8db,28,0.05261378203778353
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_210efaa1a7e3a34bcc8690c5e171b3cc,13,-0.02744110214178739
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_21b2866fc87f72db51fc8c8cc578b32c,4,0.042216104683114014
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_21f47593da35ef3f6e31fc16e089d4c1,8,-0.014445431980941838
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_22197136e4ea062ce294f3219f793966,17,0.05299917349263129
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_221c2b6dea9a32f6b743098526f5bf93,22,-0.04234711688778901
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2256e0593849ec504c0d305d2db85c38,2,-0.016714404846478417
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_22a24a2ac0485e4edcbf514e07bc66da,16,-0.03730324556534073
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_22c7a3a13657b9819edfa84b41883013,6,0.00622673153194904
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2329f98ec698ffde15cbdea4850ad6b1,46,-0.02613735150214394
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_23c75068d5b5f5f546209807fa9cfb83,16,-0.07376769069639479
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2403317a8913af761d1a17b71e225b2a,22,0.0044433022420402625
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_24578c19a736d258b83d0add12e335e8,35,-0.024739829956163185
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_246f434971a9e66a6f88c39eb871c955,7,-0.04269764131707941
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_24e6692716e9e3b61f13238206ed2ee4,10,-0.07903720051647999
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_24f3180919a3c0a06dc4876afa50c7c4,8,-0.002599820763546872
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_250cbf8d8435e6889e944e1ff6668348,26,-0.03172778221546074
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_25199811fba16db8e908694dc28f5422,3,-0.009269316892776214
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_251b8446d6f260e2f00804984bcf5cea,2,-0.010580572799746975
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_25bd6c04c7ebe0f88ae3368ff0c095d2,6,-0.007313814943621976
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_265f9a88b69e3a8bace51d3800591fd4,52,0.022734363508791256
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_267090753f594ee68a65e79634b79015,31,-0.019997871882287466
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2691e4d5025c52978248b127a4480495,6,0.009062961782193225
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_26ff744cef6c5cf44432c87678e27fac,18,-0.028022615993678883
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_275181031d6e347bfae1492de47371d2,8,-0.00012607543391306153
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_279282a0ef785d74c98c9afc3f9458db,36,-0.028125536349302503
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_27a9e0a626bc029a4b20ebfe0cfb2270,32,0.05370466038595652
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_27b3d6d25377697ad99aca39e956235a,12,-0.013940204313243224
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_27c73fc15f96dc0c61a06a7d1d2fff71,18,0.03713485168089379
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_27d7ac495ee7cf9729783193dcd06b1a,1,-0.03536365457824024
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_28996af61a9114b77d400617bcabae68,3,-0.08500895419708601
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_28a35bec7e6dbbe79d5c2ac7cd113062,35,0.0015055048543406943
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_28e305a4eb24493d533f2f952fe886f6,4,-0.02795940359636243
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2937a9af359dce9f5a6490a5dcee2e11,3,-0.01604577839829554
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_295de38b9dcc4677b0a3847393a57961,17,-0.006686411089309645
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_29854572f6b1fd8f877a5a7b643c5633,6,-0.014637876435368097
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_299a270dbe54f3b254aa08f95fe623cd,2,-0.03414027208498734
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_29be66b7f6052c344c55c68470395581,25,0.05992163460089116
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_29c599d7c4036f091781a91b43d1021f,19,-0.026720892419005594
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_29cc0d4849bd822f4486eb82f1ed3402,18,0.00483907453881063
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2a04141aca043b425fbc8dcc6455b51c,22,-0.07889866962665015
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2a06cb3c44c1a1e6498d612e266b5bef,22,-0.01571959958264408
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2a40546b05f739cbb480aaae37fe4ce9,9,-0.021849943060632444
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2a46fe8ab4d4e3c7613f9645e7e0aa2f,10,-0.011432211533340722
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2a4d6c7947a87ef6c4be07e797e48b25,10,0.009862180351311657
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2a765571acbf0635751284ccfa691851,29,0.048639429916721516
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2a95e23389e20922ee6e461e4bf7646f,17,-0.04319282289158703
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2ae42190cbf9ef08b9182b1589f115e7,42,-0.05592491335326176
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2b1dc4e08888eabe629b3ff4a9717559,13,-0.03991859965772027
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2bbfafee8df1ed27adc7d7d51eb6ade1,12,-0.030062507194288296
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2c6cafeb01498418635fa4bceffdcf0d,2,-0.0012698421454111
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2cc98ad4ebf6aa6d0be3bd21dc919191,14,0.036736451778655026
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2d0db3d24a9b21ef4e65660acff5b7b4,2,-0.10553351729051484
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2d197d643bdea64044a98ba010f40541,1,-0.013350026294155326
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2d525f0658fccbcb054b8b39f279822f,19,0.031593621292053224
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2db0ba7a6c189b7f5aaec65251c0d863,54,-0.042776859378627574
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2de29cf7118f9999412597c2d51b94fe,10,-0.041022557301296024
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2efa28d8ae839bd5242a14ad76d56b00,7,-0.04082616976086763
kda03_v1_primary_negative_basis_impulse_continuation_timeout_1h,market_day,kda03_day_2f08949ddbd90961feb1b06cfa2d2238,14,-0.06111400102725026
